timestamp	idf_value	term	count	amount_tweets
1366049027	NaN	marathon	NaN	464
1366049027	NaN	explosion	NaN	464
1366049028	NaN	boston	NaN	479
1366049028	NaN	marathon	NaN	479
1366049028	NaN	explosion	NaN	479
1366049029	NaN	boston	NaN	113
1366049029	NaN	marathon	NaN	113
1366049029	NaN	explosion	NaN	113
1366049029	NaN	boston	NaN	345
1366049029	NaN	marathon	NaN	345
1366049029	NaN	explosion	NaN	345
1366049031	NaN	boston	NaN	843
1366049031	NaN	marathon	NaN	843
1366049031	NaN	explosion	NaN	843
1366049032	NaN	boston	NaN	564
1366049032	NaN	marathon	NaN	564
1366049032	NaN	explosion	NaN	564
1366049033	NaN	boston	NaN	486
1366049033	NaN	marathon	NaN	486
1366049033	NaN	explosion	NaN	486
1366049034	NaN	boston	NaN	461
1366049034	NaN	marathon	NaN	461
1366049034	NaN	explosion	NaN	461
1366049035	NaN	boston	NaN	466
1366049035	6.144185634125646	marathon	1	466
1366049035	NaN	explosion	NaN	466
1366049036	NaN	boston	NaN	500
1366049036	NaN	marathon	NaN	500
1366049036	NaN	explosion	NaN	500
1366049037	NaN	boston	NaN	455
1366049037	NaN	marathon	NaN	455
1366049037	NaN	explosion	NaN	455
1366049038	NaN	boston	NaN	484
1366049038	NaN	marathon	NaN	484
1366049038	NaN	explosion	NaN	484
1366049039	NaN	boston	NaN	499
1366049039	NaN	marathon	NaN	499
1366049039	NaN	explosion	NaN	499
1366049040	NaN	boston	NaN	512
1366049040	NaN	marathon	NaN	512
1366049040	NaN	explosion	NaN	512
1366049041	NaN	boston	NaN	455
1366049041	NaN	marathon	NaN	455
1366049041	NaN	explosion	NaN	455
1366049042	NaN	boston	NaN	479
1366049042	NaN	marathon	NaN	479
1366049042	NaN	explosion	NaN	479
1366049043	NaN	boston	NaN	489
1366049043	NaN	marathon	NaN	489
1366049043	NaN	explosion	NaN	489
1366049044	NaN	boston	NaN	450
1366049044	NaN	marathon	NaN	450
1366049044	NaN	explosion	NaN	450
1366049045	NaN	boston	NaN	115
1366049045	NaN	marathon	NaN	115
1366049045	NaN	explosion	NaN	115
1366049046	NaN	boston	NaN	349
1366049046	NaN	marathon	NaN	349
1366049046	NaN	explosion	NaN	349
